Comment,DataSet/Point,Oxides,K2O,CaO,TiO2,MnO,FeO,Na2O,MgO,SiO2,Al2O3,Total,Anorthite,Weight Percent,K,Ca,Ti,Mn,Fe,Na,Mg,Si,Al,O,Total.1,Detection Limit,K.1,Ca.1,Ti.1,Mn.1,Fe.1,Na.1,Mg.1,Si.1,Al.1,O.1,Standard Deviation,K.2,Ca.2,Ti.2,Mn.2,Fe.2,Na.2,Mg.2,Si.2,Al.2,O.2,X,Y,Z,Beam X,Beam Y,Distance (µ),Mean Z,Point#,Date,CationSum
K8_plag3_rtoc_redo,1 / 58 . ,,0.0322,17.308,0.0044,-0.006,0.445,1.4404,0.199,45.4961,32.6055,97.5246,86.91156298,,0.0267,12.3699,0.0026,-0.0047,0.3459,1.0686,0.12,21.2661,17.2562,45.0732,97.5246,,379,732,149,266,147,501,86,749,463,,,0.0347,0.3474,0.0124,0.0219,0.0188,0.1084,0.0091,0.4223,0.2836,,16356.4,30367.5,257.6, , ,457.27,11.5268,58,14/7/2021 12:23:37 AM,
K8_plag3_rtoc_redo,1 / 59 . ,,0.037,17.6675,0.0099,0.0056,0.4418,1.3378,0.201,45.3148,32.4788,97.4943,87.94905095,,0.0307,12.6269,0.006,0.0043,0.3434,0.9925,0.1212,21.1813,17.1892,44.9988,97.4943,,299,668,152,258,147,567,85,720,464,,,0.0294,0.3506,0.0128,0.0216,0.0188,0.1074,0.0091,0.4209,0.283,,16367.6,30377.7,257.4, , ,472.41,11.5465,59,14/7/2021 12:29:55 AM,
K8_plag3_rtoc_redo,1 / 60 . ,,0.0204,17.5984,0.0118,0.0075,0.4269,1.4029,0.1868,45.3353,32.8094,97.7993,87.39319213,,0.0169,12.5774,0.0071,0.0058,0.3318,1.0407,0.1126,21.1909,17.3641,45.1518,97.7993,,350,708,147,253,147,538,86,742,460,,,0.0312,0.3503,0.0125,0.0213,0.0186,0.1084,0.009,0.4214,0.2846,,16378.8,30387.8,257.2, , ,487.54,11.5722,60,14/7/2021 12:36:12 AM,
K8_plag3_rtoc_redo,1 / 61 . ,,-0.0026,17.8809,0.019,0.0042,0.423,1.2373,0.1765,44.8328,33.1924,97.7635,88.87182975,,-0.0022,12.7794,0.0114,0.0033,0.3288,0.9179,0.1065,20.956,17.5668,45.0956,97.7635,,385,701,148,249,149,482,84,744,478,,,0.0313,0.3534,0.0127,0.0208,0.0187,0.101,0.0088,0.4191,0.2867,,16390,30398,257, , ,502.67,11.5832,61,14/7/2021 12:42:27 AM,
K8_plag4_rtoc,2 / 1 . ,,0.0063,16.366,0.0263,0.0083,0.6274,2.1652,0.2495,46.9741,31.2926,97.7157,80.68401088,,0.0053,11.6967,0.0158,0.0064,0.4877,1.6062,0.1505,21.9569,16.5614,45.2289,97.7156,,395,674,152,257,146,583,86,758,457,,,0.0331,0.3356,0.0131,0.0216,0.0209,0.1325,0.0096,0.429,0.2771,,15015,25392,299, , ,0.00,11.5122,62,14/7/2021 12:48:46 AM,
K8_plag4_rtoc,2 / 2 . ,,-0.0011,17.2207,0.0255,-0.0049,0.5654,1.7235,0.2005,45.7265,31.9606,97.4167,84.66635659,,-0.0009,12.3076,0.0153,-0.0038,0.4395,1.2786,0.1209,21.3738,16.9149,44.9709,97.4167,,419,698,149,263,148,569,86,746,469,,,0.0344,0.3456,0.0129,0.0217,0.0203,0.1195,0.0091,0.4228,0.2804,,15010.5,25389.9,299, , ,5.00,11.5221,63,14/7/2021 12:55:11 AM,
K8_plag4_rtoc,2 / 3 . ,,0.0117,18.0283,0.0255,0.0127,0.5199,1.3425,0.1602,44.3844,32.795,97.2802,88.12502335,,0.0097,12.8848,0.0153,0.0098,0.4041,0.996,0.0966,20.7465,17.3565,44.761,97.2802,,377,703,146,249,144,550,87,741,475,,,0.0323,0.3547,0.0126,0.0211,0.0196,0.1069,0.0088,0.4163,0.2846,,15005.9,25387.8,299, , ,10.00,11.5526,64,14/7/2021 1:01:28 AM,
K8_plag4_rtoc,2 / 4 . ,,0.0159,17.7991,0.0199,0.0009,0.481,1.3481,0.1637,44.8115,32.8686,97.5087,87.94641566,,0.0132,12.7209,0.012,0.0007,0.3739,1.0001,0.0987,20.9461,17.3955,44.9477,97.5087,,352,707,149,265,147,510,87,782,463,,,0.0307,0.3522,0.0127,0.022,0.0192,0.1056,0.0089,0.419,0.2847,,15001.4,25385.7,299.1, , ,15.00,11.5582,65,14/7/2021 1:07:46 AM,
K8_plag4_rtoc,2 / 5 . ,,0.0159,17.6071,0.0203,0.0091,0.4673,1.4907,0.1911,45.3831,32.6303,97.8148,86.71475884,,0.0132,12.5837,0.0122,0.007,0.3633,1.1059,0.1152,21.2132,17.2693,45.1318,97.8148,,373,731,147,251,149,542,85,718,448,,,0.0324,0.3504,0.0126,0.0212,0.0192,0.1113,0.009,0.4209,0.2834,,14996.9,25383.5,299.1, , ,20.00,11.579,66,14/7/2021 1:14:03 AM,
K8_plag4_rtoc,2 / 6 . ,,0.0131,18.07,0.0135,0.0061,0.4661,1.2242,0.1673,45.0116,33.1756,98.1475,89.07942225,,0.0109,12.9145,0.0081,0.0048,0.3623,0.9081,0.1009,21.0396,17.5579,45.2404,98.1476,,377,710,150,252,150,536,86,772,467,,,0.0324,0.3553,0.0127,0.0211,0.0193,0.1023,0.0088,0.4198,0.2862,,14992.4,25381.4,299.1, , ,25.00,11.6415,67,14/7/2021 1:20:19 AM,
K8_plag4_rtoc,2 / 7 . ,,-0.0132,17.8713,0.0216,-0.0005,0.4546,1.2451,0.1759,44.831,33.2772,97.8629,88.80418939,,-0.011,12.7725,0.0129,-0.0004,0.3534,0.9237,0.1061,20.9552,17.6117,45.1388,97.8629,,413,700,150,259,146,508,86,769,439,,,0.0325,0.3529,0.0128,0.0215,0.0189,0.102,0.0089,0.419,0.2864,,14987.8,25379.3,299.1, , ,30.00,11.5957,68,14/7/2021 1:26:35 AM,
K8_plag4_rtoc,2 / 8 . ,,-0.0229,18.3291,0.022,0.0055,0.4307,1.3875,0.1741,45.0087,32.4984,97.8331,87.95208264,,-0.019,13.0997,0.0132,0.0043,0.3348,1.0293,0.105,21.0383,17.1995,45.0281,97.8331,,434,691,149,250,148,543,88,767,482,,,0.0333,0.3579,0.0128,0.0209,0.0187,0.1081,0.009,0.4193,0.2831,,14983.3,25377.2,299.1, , ,35.00,11.6167,69,14/7/2021 1:32:53 AM,
K8_plag4_rtoc,2 / 9 . ,,0.0182,17.5508,0.0171,0.0121,0.4441,1.33,0.187,45.4679,33.0921,98.1193,87.9407844,,0.0151,12.5434,0.0102,0.0094,0.3452,0.9866,0.1128,21.2529,17.5137,45.3299,98.1193,,410,712,148,255,148,508,86,718,443,,,0.0356,0.3495,0.0126,0.0215,0.0189,0.1049,0.009,0.4215,0.2855,,14978.8,25375.1,299.2, , ,40.00,11.6066,70,14/7/2021 1:39:11 AM,
K8_plag4_rtoc,2 / 10 . ,,0.021,17.5897,0.0312,-0.0046,0.4583,1.4243,0.1974,45.6861,32.9419,98.3454,87.2199417,,0.0174,12.5713,0.0187,-0.0035,0.3562,1.0566,0.119,21.3549,17.4342,45.4205,98.3454,,347,704,145,259,147,532,85,762,461,,,0.031,0.3499,0.0126,0.0214,0.019,0.1088,0.009,0.423,0.285,,14974.2,25373,299.2, , ,45.00,11.6337,71,14/7/2021 1:45:27 AM,
K8_plag4_rtoc,2 / 11 . ,,0.021,16.5098,0.0235,0.0077,0.4559,1.8746,0.2349,46.2186,32.1656,97.5118,82.95544396,,0.0175,11.7995,0.0141,0.006,0.3544,1.3907,0.1417,21.6038,17.0234,45.1608,97.5118,,397,699,147,251,144,518,87,783,478,,,0.0349,0.3377,0.0126,0.0211,0.0188,0.1222,0.0095,0.426,0.2815,,14969.7,25370.9,299.2, , ,50.00,11.4804,72,14/7/2021 1:51:41 AM,
K8_plag4_rtoc,2 / 12 . ,,-0.0097,17.0481,0.0285,0.001,0.4546,1.906,0.2518,46.5087,32.0487,98.2377,83.17311005,,-0.008,12.1842,0.0171,0.0008,0.3534,1.414,0.1518,21.7394,16.9615,45.4236,98.2377,,389,725,146,262,146,598,87,772,463,,,0.0307,0.3441,0.0126,0.0218,0.0189,0.1257,0.0096,0.427,0.2808,,14965.2,25368.7,299.2, , ,55.00,11.5873,73,14/7/2021 1:57:57 AM,
K8_plag4_rtoc,2 / 13 . ,,0.0067,16.6932,0.0172,0.0066,0.4468,1.8344,0.2449,46.8719,32.1544,98.276,83.41318023,,0.0055,11.9305,0.0103,0.0051,0.3473,1.3609,0.1477,21.9092,17.0175,45.5421,98.276,,370,706,149,252,149,560,85,760,458,,,0.0311,0.3398,0.0127,0.0212,0.019,0.1223,0.0095,0.4287,0.2811,,14960.6,25366.6,299.2, , ,60.00,11.5713,74,14/7/2021 2:04:12 AM,
K8_plag4_rtoc,2 / 14 . ,,0.0003,17.8208,0.0324,0.0062,0.4374,1.4793,0.201,45.4931,33.0414,98.5119,86.9405354,,0.0003,12.7364,0.0194,0.0048,0.34,1.0974,0.1212,21.2647,17.4869,45.4408,98.512,,393,697,144,258,147,478,87,711,454,,,0.0323,0.3523,0.0125,0.0216,0.0187,0.1089,0.0091,0.4214,0.2855,,14956.1,25364.5,299.3, , ,65.00,11.6621,75,14/7/2021 2:10:31 AM,
K8_plag4_rtoc,2 / 15 . ,,0.0312,17.5324,0.0265,0.0099,0.4332,1.3884,0.1931,45.798,33.2365,98.6492,87.4660805,,0.0259,12.5303,0.0159,0.0077,0.3368,1.03,0.1164,21.4072,17.5901,45.5889,98.6492,,345,660,146,255,150,499,86,787,469,,,0.0321,0.3486,0.0126,0.0215,0.0188,0.1065,0.009,0.424,0.2865,,14951.6,25362.4,299.3, , ,70.00,11.6621,76,14/7/2021 2:16:45 AM,
K8_plag4_rtoc,2 / 16 . ,,0.0258,17.6139,0.0203,-0.0152,0.4425,1.3603,0.1855,45.3716,33.1226,98.1272,87.73850556,,0.0214,12.5886,0.0122,-0.0118,0.3439,1.0091,0.1119,21.2079,17.5299,45.3142,98.1272,,415,684,151,263,147,502,86,765,462,,,0.0368,0.3498,0.0129,0.0214,0.0188,0.1057,0.009,0.4216,0.2859,,14947,25360.3,299.3, , ,75.00,11.6085,77,14/7/2021 2:23:02 AM,
K8_plag4_rtoc,2 / 17 . ,,0.001,17.7712,0.0127,0.0031,0.4264,1.3419,0.1804,45.6651,33.0445,98.4462,87.97861466,,0.0008,12.701,0.0076,0.0024,0.3314,0.9955,0.1088,21.3451,17.4886,45.4651,98.4462,,385,715,148,259,149,485,86,802,495,,,0.0317,0.352,0.0125,0.0217,0.0187,0.1045,0.009,0.4234,0.2858,,14942.5,25358.2,299.3, , ,80.00,11.6504,78,14/7/2021 2:29:19 AM,
K8_plag4_rtoc,2 / 18 . ,,0.0411,17.7826,0.0266,0.0051,0.4345,1.2949,0.1699,44.7557,33.3337,97.844,88.35721232,,0.0341,12.7091,0.016,0.0039,0.3378,0.9606,0.1025,20.92,17.6416,45.1185,97.844,,389,683,147,249,149,520,86,776,467,,,0.0364,0.3517,0.0126,0.0208,0.0188,0.1041,0.0089,0.4188,0.287,,14938,25356,299.3, , ,85.00,11.5903,79,14/7/2021 2:35:37 AM,
K8_plag4_rtoc,2 / 19 . ,,0.0058,18.1525,0.017,-0.0016,0.4349,1.395,0.1816,45.5047,33.3192,99.0091,87.79145249,,0.0048,12.9735,0.0102,-0.0012,0.3381,1.0349,0.1095,21.2701,17.6339,45.6354,99.0091,,371,724,149,256,148,502,86,751,482,,,0.0311,0.3564,0.0127,0.0212,0.0187,0.1069,0.0089,0.4219,0.2871,,14933.5,25353.9,299.4, , ,90.00,11.7335,80,14/7/2021 2:41:54 AM,
K8_plag4_rtoc,2 / 20 . ,,-0.0129,18.2577,0.0128,-0.0099,0.4262,1.0618,0.1543,44.891,33.6086,98.3895,90.47828823,,-0.0107,13.0487,0.0077,-0.0077,0.3313,0.7877,0.093,20.9832,17.7871,45.3692,98.3895,,403,710,146,269,148,506,86,749,462,,,0.0316,0.3574,0.0124,0.0221,0.0187,0.0954,0.0087,0.419,0.2882,,14928.9,25351.8,299.4, , ,95.00,11.6709,81,14/7/2021 2:48:12 AM,
K8_plag4_rtoc,2 / 21 . ,,0.0067,17.6599,0.0246,0.0047,0.4114,1.2491,0.1702,45.5147,33.2302,98.2717,88.65310768,,0.0056,12.6214,0.0148,0.0037,0.3198,0.9267,0.1027,21.2748,17.5869,45.4155,98.2717,,386,727,147,254,146,521,86,751,481,,,0.0324,0.351,0.0126,0.0213,0.0184,0.1026,0.0088,0.4221,0.2865,,14924.4,25349.7,299.4, , ,100.00,11.6249,82,14/7/2021 2:54:28 AM,
K8_plag4_rtoc,2 / 22 . ,,0.0024,17.9249,0.0215,0.0063,0.414,1.1222,0.162,44.9933,33.4786,98.125,89.82394072,,0.002,12.8108,0.0129,0.0049,0.3218,0.8325,0.0977,21.0311,17.7183,45.2932,98.125,,370,697,147,244,147,541,85,729,471,,,0.0306,0.3535,0.0126,0.0205,0.0184,0.0989,0.0087,0.4194,0.2876,,14919.9,25347.6,299.4, , ,105.00,11.6247,83,14/7/2021 3:00:44 AM,
K8_plag4_rtoc,2 / 23 . ,,-0.0003,17.7132,0.0179,0.0091,0.4293,1.4659,0.198,45.6136,33.0034,98.4501,86.97505151,,-0.0003,12.6595,0.0107,0.007,0.3337,1.0875,0.1194,21.321,17.4668,45.4447,98.4501,,408,720,149,262,146,547,86,744,481,,,0.0335,0.3514,0.0127,0.0221,0.0186,0.1107,0.0091,0.4224,0.2856,,14915.3,25345.5,299.4, , ,110.00,11.6479,84,14/7/2021 3:07:00 AM,
K8_plag4_rtoc,2 / 24 . ,,0.026,17.2217,0.0191,0.0097,0.434,1.3687,0.1892,45.5852,32.9144,97.7681,87.42667325,,0.0216,12.3083,0.0115,0.0075,0.3374,1.0153,0.1141,21.3078,17.4197,45.225,97.7681,,324,740,145,252,148,533,87,760,464,,,0.0299,0.3463,0.0124,0.0212,0.0187,0.107,0.0091,0.4227,0.2848,,14910.8,25343.3,299.5, , ,115.00,11.5489,85,14/7/2021 3:13:15 AM,
K8_plag4_rtoc,2 / 25 . ,,-0.002,17.3101,0.0202,0.0079,0.4337,1.413,0.1939,45.6831,32.9813,98.0412,87.12985145,,-0.0016,12.3714,0.0121,0.0061,0.3371,1.0482,0.1169,21.3535,17.4551,45.3423,98.0412,,370,720,147,254,149,544,86,770,475,,,0.0301,0.347,0.0126,0.0213,0.0188,0.1088,0.009,0.4233,0.2853,,14906.3,25341.2,299.5, , ,120.00,11.5812,86,14/7/2021 3:19:31 AM,
K8_plag4_rtoc,2 / 26 . ,,0.0222,17.7596,0.0132,0.0017,0.4364,1.3944,0.1943,45.5589,32.8662,98.2468,87.5596597,,0.0184,12.6927,0.0079,0.0013,0.3392,1.0345,0.1171,21.2954,17.3942,45.3461,98.2468,,355,668,150,261,147,543,85,771,473,,,0.0317,0.3513,0.0127,0.0218,0.0187,0.1082,0.009,0.4224,0.2848,,14901.7,25339.1,299.5, , ,125.00,11.6304,87,14/7/2021 3:25:49 AM,
K8_plag4_rtoc,2 / 27 . ,,-0.0124,17.9193,0.0279,0.011,0.4383,1.3813,0.2035,45.3603,33.1439,98.473,87.75861064,,-0.0103,12.8068,0.0167,0.0085,0.3407,1.0247,0.1227,21.2026,17.5412,45.4194,98.473,,385,706,147,257,147,564,86,747,461,,,0.0301,0.3535,0.0127,0.0216,0.0187,0.1086,0.0091,0.4212,0.286,,14897.2,25337,299.5, , ,130.00,11.6635,88,14/7/2021 3:32:06 AM,
K8_plag4_rtoc,2 / 28 . ,,0.0059,17.3179,0.0258,-0.0027,0.4473,1.5623,0.2009,46.2987,33.1027,98.9588,85.96632075,,0.0049,12.377,0.0155,-0.0021,0.3477,1.159,0.1212,21.6412,17.5193,45.7751,98.9588,,375,682,147,256,145,534,86,805,471,,,0.0314,0.3465,0.0127,0.0212,0.0187,0.1132,0.0091,0.4267,0.2859,,14892.7,25334.9,299.5, , ,135.00,11.6809,89,14/7/2021 3:38:21 AM,
K8_plag4_rtoc,2 / 29 . ,,0.04,17.4429,0.0072,-0.0038,0.4437,1.5632,0.2229,45.9369,33.1724,98.8254,86.04594957,,0.0332,12.4663,0.0043,-0.0029,0.3449,1.1597,0.1344,21.4721,17.5562,45.6572,98.8254,,359,726,147,253,146,512,86,763,473,,,0.0341,0.3486,0.0123,0.0209,0.0187,0.1126,0.0093,0.4244,0.2864,,14888.2,25332.8,299.6, , ,140.00,11.6741,90,14/7/2021 3:44:37 AM,
K8_plag4_rtoc,2 / 30 . ,,-0.0083,17.5189,0.0226,-0.0004,0.4431,1.5604,0.2147,46.0025,33.1402,98.8937,86.11951381,,-0.0069,12.5206,0.0135,-0.0003,0.3444,1.1576,0.1295,21.5028,17.5392,45.6933,98.8937,,407,681,148,255,148,492,85,763,477,,,0.0325,0.3488,0.0127,0.0212,0.0189,0.1119,0.0092,0.4247,0.2862,,14883.6,25330.7,299.6, , ,145.00,11.6841,91,14/7/2021 3:50:52 AM,
K8_plag4_rtoc,2 / 31 . ,,0.0102,17.5728,0.0238,0.0192,0.4536,1.5359,0.2026,46.0537,33.1437,99.0154,86.34387426,,0.0085,12.5591,0.0142,0.0149,0.3526,1.1394,0.1222,21.5267,17.541,45.7368,99.0154,,369,684,147,240,147,558,87,768,468,,,0.0315,0.3494,0.0126,0.0205,0.0189,0.1133,0.0092,0.425,0.2861,,14879.1,25328.5,299.6, , ,150.00,11.705,92,14/7/2021 3:57:09 AM,
K8_plag4_rtoc,2 / 32 . ,,0.0341,17.2901,0.0226,0.0151,0.4386,1.5235,0.2108,46.5087,32.6085,98.6519,86.24794199,,0.0283,12.3571,0.0135,0.0117,0.3409,1.1302,0.1271,21.7394,17.2578,45.6458,98.6519,,359,716,147,253,149,577,86,750,478,,,0.0334,0.3467,0.0126,0.0215,0.0189,0.1135,0.0092,0.4267,0.2835,,14874.6,25326.4,299.6, , ,155.00,11.6496,93,14/7/2021 4:03:26 AM,
K8_plag4_rtoc,2 / 33 . ,,0.0395,17.2703,0.0162,-0.0174,0.4561,1.4977,0.2078,46.2446,32.9648,98.6796,86.43584264,,0.0328,12.343,0.0097,-0.0134,0.3545,1.1111,0.1253,21.616,17.4464,45.6544,98.6796,,350,640,147,270,150,555,86,781,468,,,0.0333,0.3455,0.0125,0.022,0.0191,0.1119,0.0092,0.4261,0.2852,,14870,25324.3,299.6, , ,160.00,11.6496,94,14/7/2021 4:09:44 AM,
K8_plag4_rtoc,2 / 34 . ,,0.0206,17.3295,0.0068,0.0018,0.4469,1.476,0.2237,45.6637,33.0505,98.2193,86.64569434,,0.0171,12.3853,0.0041,0.0014,0.3474,1.095,0.1349,21.3444,17.4917,45.3982,98.2193,,356,717,152,258,148,541,85,750,482,,,0.0317,0.3472,0.0127,0.0215,0.0189,0.1108,0.0092,0.423,0.2858,,14865.5,25322.2,299.7, , ,165.00,11.6025,95,14/7/2021 4:16:01 AM,
K8_plag4_rtoc,2 / 35 . ,,0.0034,17.316,0.0273,-0.0003,0.4335,1.5772,0.212,45.9194,32.9524,98.4409,85.85008246,,0.0028,12.3757,0.0164,-0.0002,0.337,1.17,0.1279,21.464,17.4398,45.5077,98.4409,,358,671,147,260,148,556,86,755,485,,,0.0297,0.3464,0.0127,0.0216,0.0187,0.1145,0.0092,0.4242,0.2854,,14861,25320.1,299.7, , ,170.00,11.6236,96,14/7/2021 4:22:19 AM,
K8_plag4_rtoc,2 / 36 . ,,0.0217,17.3039,0.0194,-0.0025,0.4521,1.4603,0.1982,46.3488,33.1052,98.9072,86.75196649,,0.018,12.367,0.0117,-0.0019,0.3514,1.0833,0.1195,21.6647,17.5207,45.7728,98.9072,,360,674,149,256,146,534,88,751,450,,,0.0321,0.3463,0.0127,0.0212,0.0189,0.11,0.0092,0.4262,0.2856,,14856.4,25318,299.7, , ,175.00,11.6763,97,14/7/2021 4:28:34 AM,
K8_plag4_rtoc,2 / 37 . ,,0.0118,17.5388,0.0221,0.0044,0.4544,1.3627,0.1992,46.0711,33.358,99.0225,87.6734267,,0.0098,12.5349,0.0132,0.0034,0.3532,1.0109,0.1201,21.5349,17.6544,45.7876,99.0225,,372,674,147,248,147,542,87,729,475,,,0.0318,0.3489,0.0126,0.0207,0.0189,0.1071,0.0091,0.4246,0.2872,,14851.9,25315.8,299.7, , ,180.00,11.703,98,14/7/2021 4:34:49 AM,
K8_plag4_rtoc,2 / 38 . ,,-0.0016,17.4987,0.0235,-0.0032,0.4536,1.4955,0.2107,46.5067,33.1875,99.3712,86.60620516,,-0.0014,12.5063,0.0141,-0.0025,0.3525,1.1094,0.1271,21.7384,17.5642,45.963,99.3712,,358,681,147,260,148,507,86,732,467,,,0.0291,0.3486,0.0126,0.0215,0.019,0.1103,0.0092,0.4267,0.2863,,14847.4,25313.7,299.7, , ,185.00,11.7362,99,14/7/2021 4:41:05 AM,
K8_plag4_rtoc,2 / 39 . ,,0.0255,17.4236,0.0334,0.0039,0.4453,1.4594,0.2008,46.2898,33.1605,99.0421,86.83804272,,0.0211,12.4525,0.02,0.003,0.3462,1.0826,0.1211,21.6371,17.55,45.8085,99.0421,,314,675,145,253,148,534,87,752,465,,,0.029,0.3476,0.0126,0.0211,0.0189,0.11,0.0092,0.4259,0.2861,,14842.8,25311.6,299.8, , ,190.00,11.6987,100,14/7/2021 4:47:20 AM,
K8_plag4_rtoc,2 / 40 . ,,0.0236,17.363,0.0075,0.0028,0.4496,1.5392,0.2021,46.3397,33.0255,98.953,86.17608511,,0.0196,12.4092,0.0045,0.0022,0.3495,1.1419,0.1219,21.6604,17.4785,45.7654,98.953,,347,699,151,251,147,522,85,770,473,,,0.0313,0.3473,0.0127,0.0209,0.0189,0.1121,0.009,0.4264,0.2856,,14838.3,25309.5,299.8, , ,195.00,11.6841,101,14/7/2021 4:53:36 AM,
K8_plag4_rtoc,2 / 41 . ,,0.0397,17.564,0.0154,0.0075,0.4472,1.4908,0.2048,46.3595,33.1339,99.2627,86.68572448,,0.033,12.5529,0.0092,0.0058,0.3476,1.1059,0.1235,21.6697,17.5358,45.8793,99.2627,,318,656,146,252,147,560,85,744,469,,,0.0311,0.349,0.0124,0.0212,0.0189,0.1119,0.0091,0.4261,0.286,,14833.8,25307.4,299.8, , ,200.00,11.7309,102,14/7/2021 4:59:52 AM,
K8_plag4_rtoc,2 / 42 . ,,-0.0114,17.6109,0.0205,-0.0065,0.455,1.4433,0.2075,46.0781,33.2561,99.0534,87.0850516,,-0.0095,12.5864,0.0123,-0.005,0.3537,1.0707,0.1251,21.5381,17.6005,45.7811,99.0534,,418,696,147,256,145,523,84,757,464,,,0.0331,0.35,0.0126,0.0211,0.0188,0.1091,0.009,0.425,0.2866,,14820.1,25301,299.9, , ,215.05,11.7076,103,14/7/2021 5:06:10 AM,
K8_plag4_rtoc,2 / 43 . ,,0.0199,17.5117,0.0174,-0.0052,0.4357,1.5223,0.208,45.7816,32.8989,98.3903,86.40755305,,0.0165,12.5155,0.0104,-0.004,0.3386,1.1293,0.1254,21.3995,17.4115,45.4474,98.3903,,379,679,150,257,149,499,86,749,455,,,0.0334,0.3487,0.0128,0.0212,0.0188,0.1109,0.0092,0.4234,0.2848,,14806.5,25294.6,299.9, , ,230.11,11.6301,104,14/7/2021 5:12:27 AM,
K8_plag4_rtoc,2 / 44 . ,,-0.0045,17.4242,0.0249,0.013,0.4318,1.4835,0.2118,45.9368,33.3,98.8215,86.65010639,,-0.0037,12.453,0.0149,0.01,0.3356,1.1005,0.1277,21.4721,17.6238,45.6875,98.8215,,400,685,146,248,146,544,86,751,481,,,0.0323,0.3478,0.0126,0.021,0.0186,0.1111,0.0092,0.4243,0.287,,14792.9,25288.3,300, , ,245.16,11.6715,105,14/7/2021 5:18:42 AM,
K8_plag4_rtoc,2 / 45 . ,,0.0242,17.4154,0.0222,-0.0063,0.4469,1.3504,0.2148,45.664,33.1289,98.2605,87.69509464,,0.0201,12.4467,0.0133,-0.0049,0.3474,1.0018,0.1295,21.3446,17.5332,45.4288,98.2605,,363,688,146,258,149,616,85,768,466,,,0.0326,0.3477,0.0125,0.0213,0.019,0.1095,0.0091,0.4231,0.2859,,14779.2,25281.9,300, , ,260.21,11.6128,106,14/7/2021 5:25:00 AM,
K8_plag4_rtoc,2 / 46 . ,,0.0079,17.5688,0.0147,0.0158,0.443,1.4699,0.2072,46.0121,33.0135,98.7529,86.85095293,,0.0066,12.5563,0.0088,0.0122,0.3444,1.0905,0.1249,21.5073,17.4721,45.6298,98.7529,,405,742,149,252,148,568,86,789,484,,,0.0342,0.3502,0.0127,0.0214,0.0188,0.1115,0.0092,0.425,0.2856,,14765.6,25275.5,300.1, , ,275.27,11.6748,107,14/7/2021 5:31:16 AM,
K8_plag4_rtoc,2 / 47 . ,,0.0136,17.9099,0.0185,0.0069,0.4334,1.2699,0.1823,45.8793,33.4777,99.1915,88.6283606,,0.0113,12.8001,0.0111,0.0053,0.3369,0.942,0.11,21.4452,17.7178,45.8118,99.1915,,348,682,147,251,149,521,86,732,473,,,0.0302,0.3532,0.0125,0.021,0.0188,0.1033,0.009,0.4237,0.2877,,14752,25269.2,300.2, , ,290.32,11.7409,108,14/7/2021 5:37:31 AM,
K8_plag4_rtoc,2 / 48 . ,,0.0139,17.7269,0.0215,-0.0023,0.4408,1.4159,0.1973,46.5989,33.1063,99.5192,87.37170804,,0.0116,12.6693,0.0129,-0.0018,0.3426,1.0504,0.119,21.7816,17.5213,46.0124,99.5192,,365,680,147,258,149,566,87,725,495,,,0.0316,0.3511,0.0126,0.0214,0.0189,0.1097,0.0091,0.4269,0.2861,,14738.3,25262.8,300.2, , ,305.37,11.7655,109,14/7/2021 5:43:47 AM,
K8_plag4_rtoc,2 / 49 . ,,0.0122,17.2152,0.0129,0.0015,0.4499,1.8016,0.2217,46.7337,32.8198,99.2686,84.0778442,,0.0101,12.3036,0.0077,0.0012,0.3497,1.3365,0.1337,21.8446,17.3696,45.9118,99.2686,,357,682,149,258,146,504,86,715,482,,,0.0307,0.3454,0.0126,0.0215,0.0188,0.1197,0.0093,0.4276,0.2848,,14724.7,25256.4,300.3, , ,320.43,11.7079,110,14/7/2021 5:50:02 AM,
K8_plag4_rtoc,2 / 50 . ,,-0.0062,17.6324,0.0288,-0.0075,0.4337,1.5212,0.1938,46.0911,33.3961,99.2832,86.49647111,,-0.0051,12.6017,0.0172,-0.0058,0.3371,1.1285,0.1169,21.5442,17.6746,45.874,99.2832,,435,721,142,262,149,544,86,737,476,,,0.0352,0.3506,0.0124,0.0216,0.0188,0.1123,0.0091,0.4249,0.2875,,14711,25250.1,300.3, , ,335.48,11.7313,111,14/7/2021 5:56:18 AM,
K8_plag4_rtoc,2 / 51 . ,,0.0024,17.5088,0.0156,0.0063,0.4474,1.4891,0.2104,46.3378,32.9692,98.9869,86.66254621,,0.002,12.5134,0.0094,0.0048,0.3478,1.1047,0.1269,21.6595,17.4487,45.7698,98.9869,,371,670,149,257,148,526,86,792,481,,,0.0307,0.3485,0.0127,0.0216,0.0189,0.1107,0.0092,0.4266,0.2854,,14697.4,25243.7,300.4, , ,350.53,11.6957,112,14/7/2021 6:02:35 AM,
K8_plag4_rtoc,2 / 52 . ,,0.0124,17.9374,0.0226,0.0157,0.433,1.2095,0.1929,45.2779,33.4533,98.5546,89.12520848,,0.0103,12.8198,0.0135,0.0121,0.3366,0.8973,0.1163,21.1641,17.7049,45.4798,98.5546,,362,709,147,248,147,542,86,732,471,,,0.0312,0.3538,0.0126,0.0211,0.0187,0.102,0.009,0.4208,0.2876,,14683.8,25237.3,300.5, , ,365.59,11.6751,113,14/7/2021 6:08:51 AM,
