Comment,DataSet/Point,Oxides,K2O,CaO,TiO2,MnO,FeO,Na2O,MgO,SiO2,Al2O3,Total,Anorthite,Weight Percent,K,Ca,Ti,Mn,Fe,Na,Mg,Si,Al,O,Total.1,Detection Limit,K.1,Ca.1,Ti.1,Mn.1,Fe.1,Na.1,Mg.1,Si.1,Al.1,O.1,Standard Deviation,K.2,Ca.2,Ti.2,Mn.2,Fe.2,Na.2,Mg.2,Si.2,Al.2,O.2,X,Y,Z,Beam X,Beam Y,Distance (µ),Mean Z,Point#,Date,CationSum
K8_plag1_rtoc,1 / 58 . ,,0.0113,17.8996,0.0126,0.0079,0.3941,1.1981,0.1665,45.8612,34.0458,99.597,89.1963429,,0.0094,12.7927,0.0075,0.0061,0.3064,0.8888,0.1004,21.4367,18.0185,46.0305,99.597,,364,690,147,254,144,511,86,761,464,,,0.0312,0.3527,0.0125,0.0213,0.018,0.1003,0.0088,0.4236,0.2899,,11525.1,20226.5,252.1, , ,459.19,11.779,58,12/7/21 22:53,
K8_plag1_rtoc,1 / 59 . ,,0.0127,17.8179,0.006,0.0046,0.3862,1.2602,0.1658,45.7855,34.3307,99.7694,88.65371013,,0.0105,12.7343,0.0036,0.0036,0.3002,0.9349,0.1,21.4014,18.1693,46.1118,99.7694,,364,721,148,249,145,530,85,774,456,,,0.0313,0.3522,0.0124,0.0208,0.0179,0.1031,0.0087,0.4236,0.2913,,11513.1,20217.1,251.8, , ,474.44,11.7906,59,12/7/21 22:59,
K8_plag1_rtoc,1 / 60 . ,,0.0272,18.1339,0.0057,0.0014,0.3894,1.1735,0.1552,45.8961,34.4336,100.216,89.51730657,,0.0226,12.9602,0.0034,0.0011,0.3026,0.8706,0.0936,21.4531,18.2237,46.2851,100.216,,349,698,149,252,148,501,85,768,494,,,0.0318,0.3553,0.0125,0.021,0.0182,0.099,0.0086,0.4238,0.2921,,11501,20207.8,251.5, , ,489.68,11.8584,60,12/7/21 23:05,
K8_plag1_rtoc,1 / 61 . ,,0.0143,18.1492,0.0182,0.0107,0.3911,1.1218,0.1498,45.953,34.3816,100.1897,89.9402739,,0.0119,12.9711,0.0109,0.0083,0.304,0.8322,0.0903,21.4797,18.1962,46.2851,100.1897,,341,678,145,247,148,513,85,779,485,,,0.0297,0.3553,0.0124,0.0209,0.0182,0.0976,0.0086,0.4242,0.2918,,11489,20198.4,251.3, , ,504.93,11.8578,61,12/7/21 23:12,
K8_plag1_rtoc,1 / 62 . ,,0.0008,18.0174,0.0093,0.0089,0.391,1.1393,0.1556,45.6002,34.1704,99.4928,89.7323932,,0.0006,12.8769,0.0055,0.0069,0.304,0.8452,0.0938,21.3147,18.0844,45.9607,99.4928,,349,713,148,259,147,500,86,742,473,,,0.0287,0.3543,0.0125,0.0218,0.0181,0.0978,0.0087,0.4221,0.2906,,11477,20189,251, , ,520.17,11.7736,62,12/7/21 23:18,
K8_plag2_rtoc,2 / 1 . ,,0.0207,16.5212,0.033,0.0308,0.6717,2.0928,0.2301,47.725,32.5306,99.8558,81.35213578,,0.0172,11.8076,0.0198,0.0238,0.5221,1.5526,0.1387,22.3079,17.2166,46.2495,99.8558,,373,687,148,236,149,544,85,781,456,,,0.033,0.3371,0.0129,0.0206,0.0216,0.1291,0.0093,0.4327,0.2829,,17978,28570,277, , ,0.00,11.7595,63,12/7/21 23:24,
K8_plag2_rtoc,2 / 2 . ,,0.0008,16.6483,0.0362,-0.0072,0.6388,2.1938,0.2454,47.9478,32.0996,99.8034,80.7459574,,0.0006,11.8984,0.0217,-0.0056,0.4965,1.6275,0.148,22.4121,16.9885,46.2157,99.8034,,435,680,147,267,150,587,84,784,482,,,0.0359,0.3385,0.0129,0.022,0.0212,0.1332,0.0094,0.4335,0.281,,17980.4,28574.4,277, , ,5.00,11.7525,64,12/7/21 23:31,
K8_plag2_rtoc,2 / 3 . ,,0.0209,18.0427,0.0236,0.012,0.546,1.1614,0.1491,45.6779,33.859,99.4927,89.56714813,,0.0174,12.895,0.0142,0.0093,0.4244,0.8616,0.0899,21.3511,17.9196,45.9103,99.4927,,353,709,148,248,147,492,85,777,469,,,0.0315,0.3545,0.0127,0.0209,0.02,0.0984,0.0086,0.4228,0.2892,,17982.9,28578.7,276.9, , ,10.00,11.7952,65,12/7/21 23:37,
K8_plag2_rtoc,2 / 4 . ,,0.0004,17.9382,0.0329,-0.0145,0.5058,1.2887,0.1552,45.7768,33.7214,99.4049,88.49549046,,0.0004,12.8203,0.0197,-0.0113,0.3932,0.956,0.0936,21.3973,17.8468,45.8889,99.4049,,388,679,144,265,150,508,87,791,474,,,0.0319,0.3529,0.0125,0.0217,0.0197,0.1034,0.0087,0.4234,0.2886,,17985.3,28583.1,276.9, , ,15.00,11.7711,66,12/7/21 23:43,
K8_plag2_rtoc,2 / 5 . ,,0.0205,17.7954,0.0231,-0.0097,0.4972,1.2986,0.1681,45.8511,33.519,99.1632,88.33524401,,0.017,12.7183,0.0139,-0.0075,0.3865,0.9634,0.1014,21.432,17.7397,45.7988,99.1632,,382,686,146,270,148,549,86,742,479,,,0.0337,0.3514,0.0125,0.0222,0.0195,0.1051,0.0088,0.4231,0.2876,,17987.7,28587.5,276.9, , ,20.00,11.7372,67,12/7/21 23:49,
K8_plag2_rtoc,2 / 6 . ,,-0.0332,17.7938,0.0191,-0.0013,0.4852,1.1922,0.1709,45.6214,33.7368,98.9851,89.18678313,,-0.0275,12.7171,0.0115,-0.001,0.3772,0.8845,0.1031,21.3247,17.855,45.7407,98.9851,,438,681,147,261,152,502,86,733,467,,,0.0325,0.3514,0.0126,0.0217,0.0196,0.0998,0.0088,0.422,0.2885,,17990.2,28591.8,276.9, , ,25.00,11.7141,68,12/7/21 23:56,
K8_plag2_rtoc,2 / 7 . ,,0.0342,18.0621,0.0129,0.005,0.475,1.1466,0.1806,44.8275,33.3084,98.0524,89.69632087,,0.0284,12.9089,0.0077,0.0038,0.3693,0.8506,0.1089,20.9536,17.6282,45.1929,98.0523,,352,722,147,253,147,521,86,769,455,,,0.0329,0.3549,0.0124,0.0212,0.0192,0.0989,0.0089,0.4184,0.2863,,17992.6,28596.2,276.8, , ,30.00,11.6331,69,13/7/2021 12:02:24 AM,
K8_plag2_rtoc,2 / 8 . ,,-0.0095,17.8694,0.0255,0.0123,0.4576,1.2324,0.1829,45.3063,33.1526,98.2295,88.90466839,,-0.0079,12.7712,0.0153,0.0095,0.3557,0.9143,0.1103,21.1774,17.5457,45.3381,98.2295,,402,686,146,256,150,559,85,780,480,,,0.032,0.3523,0.0126,0.0217,0.0191,0.1033,0.0089,0.4208,0.2858,,17995.1,28600.6,276.8, , ,35.00,11.6376,70,13/7/2021 12:08:41 AM,
K8_plag2_rtoc,2 / 9 . ,,0.0036,17.7885,0.013,0.0008,0.4556,1.3943,0.1898,45.5307,33.2663,98.6426,87.57814031,,0.003,12.7134,0.0078,0.0006,0.3541,1.0343,0.1145,21.2823,17.6059,45.5267,98.6426,,383,692,149,259,147,552,86,746,485,,,0.0318,0.3514,0.0126,0.0216,0.0189,0.1084,0.009,0.4216,0.2865,,17997.5,28604.9,276.8, , ,40.00,11.6751,71,13/7/2021 12:14:57 AM,
K8_plag2_rtoc,2 / 10 . ,,-0.0031,18.082,0.028,0.007,0.4712,1.2797,0.1877,45.1566,33.4514,98.6605,88.64725233,,-0.0026,12.9231,0.0168,0.0054,0.3663,0.9494,0.1132,21.1074,17.7039,45.4777,98.6605,,388,719,144,251,145,481,84,755,474,,,0.0315,0.3551,0.0125,0.021,0.019,0.1022,0.0088,0.4199,0.2873,,17999.9,28609.3,276.7, , ,45.00,11.6972,72,13/7/2021 12:21:14 AM,
K8_plag2_rtoc,2 / 11 . ,,0.0092,17.9262,0.007,0.0099,0.4639,1.3528,0.2026,45.3846,33.0634,98.4196,87.98489724,,0.0076,12.8118,0.0042,0.0077,0.3606,1.0036,0.1221,21.214,17.4986,45.3895,98.4196,,393,730,150,253,149,497,85,795,471,,,0.0333,0.3535,0.0126,0.0213,0.0191,0.1052,0.0091,0.4213,0.2854,,18002.4,28613.7,276.7, , ,50.00,11.6614,73,13/7/2021 12:27:30 AM,
K8_plag2_rtoc,2 / 12 . ,,0.018,17.448,0.0191,-0.0091,0.4684,1.3592,0.1967,45.4006,33.1453,98.0462,87.64509699,,0.0149,12.47,0.0115,-0.007,0.3641,1.0083,0.1186,21.2214,17.5419,45.3025,98.0462,,412,708,147,261,147,545,86,739,474,,,0.0357,0.3479,0.0125,0.0215,0.0191,0.107,0.0091,0.421,0.2858,,18004.8,28618,276.7, , ,55.00,11.5931,74,13/7/2021 12:33:44 AM,
K8_plag2_rtoc,2 / 13 . ,,-0.0022,17.7555,0.0165,0.0086,0.4686,1.5038,0.1983,45.8481,33.2637,99.0609,86.71065326,,-0.0018,12.6898,0.0099,0.0067,0.3643,1.1156,0.1196,21.4306,17.6046,45.7218,99.0609,,426,755,149,261,147,544,86,726,473,,,0.0348,0.3519,0.0126,0.022,0.0191,0.1117,0.0091,0.4228,0.2864,,18007.2,28622.4,276.7, , ,60.00,11.7199,75,13/7/2021 12:40:02 AM,
K8_plag2_rtoc,2 / 14 . ,,0.001,17.8407,0.0162,-0.0056,0.451,1.4979,0.2052,45.7105,32.9786,98.6954,86.81079378,,0.0008,12.7506,0.0097,-0.0044,0.3505,1.1112,0.1237,21.3663,17.4537,45.5331,98.6954,,349,695,148,267,147,530,86,745,470,,,0.0286,0.352,0.0126,0.022,0.0189,0.111,0.0091,0.4223,0.285,,18009.7,28626.8,276.6, , ,65.00,11.6825,76,13/7/2021 12:46:19 AM,
K8_plag2_rtoc,2 / 15 . ,,0.0355,17.7288,0.027,0.0031,0.4532,1.4393,0.2169,45.8334,33.1049,98.8423,87.1909378,,0.0295,12.6707,0.0162,0.0024,0.3523,1.0678,0.1308,21.4238,17.5205,45.6284,98.8423,,326,722,146,255,145,539,84,759,463,,,0.0312,0.3512,0.0126,0.0213,0.0188,0.1094,0.0091,0.4231,0.2855,,18012.1,28631.1,276.6, , ,70.00,11.6959,77,13/7/2021 12:52:36 AM,
K8_plag2_rtoc,2 / 16 . ,,0.0042,17.5356,0.0137,-0.0001,0.4499,1.397,0.209,45.8419,33.0918,98.5429,87.40023672,,0.0035,12.5326,0.0082,-0.0001,0.3497,1.0363,0.126,21.4277,17.5136,45.5453,98.5429,,375,687,151,260,147,567,86,752,466,,,0.0312,0.3486,0.0128,0.0216,0.0188,0.109,0.0092,0.4232,0.2854,,18014.5,28635.5,276.6, , ,75.00,11.6493,78,13/7/2021 12:58:51 AM,
K8_plag2_rtoc,2 / 17 . ,,0.0084,17.8034,0.0157,0.0003,0.4482,1.3894,0.1983,45.4158,33.2476,98.5272,87.62547016,,0.007,12.724,0.0094,0.0002,0.3484,1.0307,0.1196,21.2285,17.5961,45.4633,98.5272,,379,704,146,253,146,507,86,764,454,,,0.0321,0.3517,0.0125,0.0211,0.0188,0.1067,0.0091,0.4212,0.2861,,18017,28639.9,276.5, , ,80.00,11.6631,79,13/7/2021 1:05:07 AM,
K8_plag2_rtoc,2 / 18 . ,,0.0106,17.7451,0.0159,-0.0066,0.4451,1.3851,0.2096,45.5378,33.0146,98.3573,87.62351424,,0.0088,12.6823,0.0095,-0.0051,0.346,1.0276,0.1264,21.2856,17.4727,45.4035,98.3573,,373,690,146,260,148,552,86,773,490,,,0.0318,0.3509,0.0124,0.0214,0.0189,0.1081,0.0092,0.4219,0.2854,,18019.4,28644.2,276.5, , ,85.00,11.6408,80,13/7/2021 1:11:22 AM,
K8_plag2_rtoc,2 / 19 . ,,0.0031,17.6564,0.0317,-0.0032,0.4394,1.3339,0.197,45.7244,32.9621,98.3447,87.97331169,,0.0026,12.6189,0.019,-0.0025,0.3415,0.9896,0.1188,21.3728,17.4449,45.4391,98.3447,,397,721,147,259,146,518,87,759,475,,,0.033,0.3504,0.0128,0.0214,0.0187,0.1052,0.0091,0.4226,0.2848,,18021.8,28648.6,276.5, , ,90.00,11.6349,81,13/7/2021 1:17:37 AM,
K8_plag2_rtoc,2 / 20 . ,,0.0025,17.6751,0.0185,0.0125,0.4487,1.3685,0.1973,45.2741,33.0144,98.0116,87.71113796,,0.0021,12.6323,0.0111,0.0097,0.3487,1.0152,0.119,21.1623,17.4726,45.2386,98.0116,,359,707,148,255,147,538,87,746,479,,,0.0297,0.3504,0.0126,0.0215,0.0189,0.1071,0.0091,0.4203,0.2853,,18024.3,28653,276.5, , ,95.00,11.6016,82,13/7/2021 1:23:54 AM,
K8_plag2_rtoc,2 / 21 . ,,0.0051,17.5685,0.0255,0.0076,0.4398,1.3005,0.1915,44.469,32.7488,96.7564,88.18714298,,0.0042,12.5561,0.0153,0.0059,0.3418,0.9648,0.1155,20.786,17.3321,44.6347,96.7564,,385,702,146,244,149,572,84,738,456,,,0.0322,0.3491,0.0126,0.0205,0.0188,0.1061,0.0089,0.4163,0.2837,,18026.7,28657.3,276.4, , ,100.00,11.4597,83,13/7/2021 1:30:09 AM,
K8_plag2_rtoc,2 / 22 . ,,0.0218,17.3579,0.0077,0.004,0.439,1.228,0.1799,44.6372,32.8764,96.7519,88.65097153,,0.0181,12.4056,0.0046,0.0031,0.3412,0.911,0.1085,20.8646,17.3996,44.6956,96.7519,,344,717,149,254,146,476,84,773,489,,,0.0308,0.347,0.0125,0.0213,0.0187,0.1002,0.0088,0.4177,0.2846,,18029.1,28661.7,276.4, , ,105.00,11.4469,84,13/7/2021 1:36:26 AM,
K8_plag2_rtoc,2 / 23 . ,,-0.0103,17.8691,0.014,0.0014,0.4432,1.2539,0.1822,45.4638,33.6307,98.848,88.73274459,,-0.0085,12.7709,0.0084,0.0011,0.3445,0.9302,0.1098,21.251,17.7988,45.6418,98.848,,375,663,150,250,145,550,84,789,453,,,0.0295,0.352,0.0127,0.0208,0.0187,0.1037,0.0088,0.4219,0.2879,,18031.6,28666.1,276.4, , ,110.00,11.7001,85,13/7/2021 1:42:41 AM,
K8_plag2_rtoc,2 / 24 . ,,0.0129,17.8384,0.0207,0.0113,0.4379,1.2166,0.1914,45.3708,33.6021,98.7021,89.01434591,,0.0107,12.749,0.0124,0.0088,0.3404,0.9026,0.1154,21.2075,17.7837,45.5717,98.7021,,377,697,144,259,146,500,84,750,482,,,0.0324,0.3521,0.0124,0.0219,0.0187,0.1006,0.0089,0.421,0.2881,,18034,28670.4,276.3, , ,115.00,11.6851,86,13/7/2021 1:48:56 AM,
K8_plag2_rtoc,2 / 25 . ,,0.0076,17.6342,0.0209,0.0151,0.4189,1.2894,0.1894,45.0631,33.5202,98.1587,88.3147229,,0.0063,12.6031,0.0125,0.0117,0.3256,0.9565,0.1142,21.0637,17.7403,45.3248,98.1587,,382,728,149,248,149,523,85,741,453,,,0.0322,0.3502,0.0127,0.021,0.0186,0.1038,0.0089,0.4195,0.2874,,18036.5,28674.8,276.3, , ,120.00,11.6122,87,13/7/2021 1:55:14 AM,
K8_plag2_rtoc,2 / 26 . ,,0.0166,17.8998,0.0129,-0.0008,0.4169,1.2677,0.1664,45.6884,33.5521,99.0198,88.6401454,,0.0138,12.7929,0.0077,-0.0007,0.324,0.9404,0.1003,21.356,17.7572,45.7281,99.0198,,366,718,148,253,147,519,85,724,482,,,0.032,0.3531,0.0126,0.021,0.0185,0.103,0.0087,0.4221,0.2878,,18038.9,28679.2,276.3, , ,125.00,11.719,88,13/7/2021 2:01:29 AM,
K8_plag2_rtoc,2 / 27 . ,,-0.0084,17.9858,0.03,0.0113,0.4266,1.2763,0.1732,45.3558,33.2187,98.4693,88.62031362,,-0.007,12.8544,0.018,0.0088,0.3316,0.9469,0.1044,21.2005,17.5807,45.4311,98.4693,,430,703,143,249,145,511,87,738,477,,,0.0345,0.3538,0.0124,0.021,0.0185,0.1031,0.0089,0.4206,0.2862,,18041.3,28683.5,276.3, , ,130.00,11.6667,89,13/7/2021 2:07:44 AM,
K8_plag2_rtoc,2 / 28 . ,,0.0128,17.8746,0.0214,-0.0028,0.4154,1.3243,0.1874,45.5233,33.1954,98.5518,88.17815992,,0.0106,12.7749,0.0128,-0.0021,0.3229,0.9824,0.113,21.2788,17.5684,45.4901,98.5518,,323,685,147,259,148,546,84,770,462,,,0.028,0.3523,0.0126,0.0214,0.0185,0.1059,0.0089,0.4218,0.2859,,18043.8,28687.9,276.2, , ,135.00,11.667,90,13/7/2021 2:14:00 AM,
K8_plag2_rtoc,2 / 29 . ,,0.0094,17.8446,0.023,0.0011,0.4023,1.3475,0.1867,45.5925,33.3994,98.8065,87.97816271,,0.0078,12.7534,0.0138,0.0009,0.3127,0.9996,0.1126,21.3111,17.6764,45.6182,98.8065,,352,722,146,256,150,542,86,736,497,,,0.03,0.3525,0.0125,0.0213,0.0184,0.1065,0.0089,0.4218,0.2873,,18046.2,28692.3,276.2, , ,140.00,11.6911,91,13/7/2021 2:20:17 AM,
K8_plag2_rtoc,2 / 30 . ,,0.0179,17.5861,0.0232,-0.002,0.4221,1.3593,0.193,45.5757,33.1983,98.3736,87.72942132,,0.0148,12.5687,0.0139,-0.0015,0.3281,1.0084,0.1164,21.3033,17.5699,45.4516,98.3736,,333,736,148,253,148,501,85,777,469,,,0.0295,0.3498,0.0127,0.021,0.0186,0.1055,0.009,0.4222,0.286,,18048.6,28696.6,276.2, , ,145.00,11.6321,92,13/7/2021 2:26:33 AM,
K8_plag2_rtoc,2 / 31 . ,,0.0238,17.3964,0.02,0.0088,0.4228,1.4336,0.2017,46.0722,33.114,98.6933,87.02293877,,0.0197,12.4331,0.012,0.0068,0.3287,1.0636,0.1217,21.5354,17.5253,45.6472,98.6933,,387,721,147,252,148,533,85,772,460,,,0.0344,0.3475,0.0126,0.0212,0.0186,0.109,0.0091,0.4246,0.2854,,18051.1,28701,276.1, , ,150.00,11.6568,93,13/7/2021 2:32:50 AM,
K8_plag2_rtoc,2 / 32 . ,,0.01,17.4908,0.028,0.0095,0.4308,1.5744,0.2062,46.1128,33.036,98.8986,85.99307267,,0.0083,12.5006,0.0168,0.0074,0.3349,1.168,0.1243,21.5544,17.484,45.6999,98.8986,,389,710,148,248,149,527,86,735,466,,,0.033,0.3484,0.0128,0.0209,0.0188,0.1133,0.0091,0.4243,0.2852,,18053.5,28705.4,276.1, , ,155.00,11.6842,94,13/7/2021 2:39:03 AM,
K8_plag2_rtoc,2 / 33 . ,,0.019,17.5745,0.0314,0.0004,0.4248,1.4633,0.2036,45.7419,33.1376,98.5965,86.9059523,,0.0157,12.5604,0.0188,0.0003,0.3302,1.0856,0.1228,21.381,17.5378,45.5439,98.5965,,387,671,146,245,145,501,86,788,474,,,0.0339,0.3488,0.0127,0.0204,0.0184,0.1089,0.0091,0.4232,0.2858,,18055.9,28709.7,276.1, , ,160.00,11.6561,95,13/7/2021 2:45:21 AM,
K8_plag2_rtoc,2 / 34 . ,,0.013,18.0868,0.0342,0.0115,0.4194,1.213,0.1809,45.6367,33.4796,99.075,89.17748301,,0.0108,12.9265,0.0205,0.0089,0.326,0.8999,0.1091,21.3318,17.7188,45.7228,99.075,,359,700,146,252,148,519,86,766,470,,,0.031,0.3549,0.0127,0.0213,0.0185,0.1012,0.0089,0.4222,0.2873,,18058.4,28714.1,276.1, , ,165.00,11.7386,96,13/7/2021 2:51:36 AM,
K8_plag2_rtoc,2 / 35 . ,,0.0184,17.7397,0.028,-0.0013,0.4184,1.3093,0.1807,45.3232,33.0608,98.0773,88.21787825,,0.0153,12.6785,0.0168,-0.001,0.3252,0.9713,0.109,21.1853,17.4972,45.2798,98.0773,,364,743,145,261,147,528,85,782,471,,,0.032,0.3516,0.0125,0.0217,0.0185,0.1047,0.0089,0.4209,0.2853,,18060.8,28718.5,276, , ,170.00,11.6095,97,13/7/2021 2:57:53 AM,
K8_plag2_rtoc,2 / 36 . ,,0.0099,17.7916,0.0137,0.0118,0.4168,1.3012,0.1979,45.7672,33.4053,98.9154,88.31241432,,0.0082,12.7155,0.0082,0.0092,0.3239,0.9653,0.1194,21.3928,17.6795,45.6934,98.9154,,365,700,148,245,148,517,86,730,475,,,0.0311,0.3516,0.0126,0.0207,0.0185,0.1041,0.0091,0.4226,0.287,,18063.2,28722.8,276, , ,175.00,11.7023,98,13/7/2021 3:04:08 AM,
K8_plag2_rtoc,2 / 37 . ,,0.0184,17.8895,0.0189,0.005,0.4267,1.342,0.1829,45.415,33.2117,98.5102,88.04782492,,0.0153,12.7855,0.0114,0.0039,0.3316,0.9955,0.1103,21.2282,17.577,45.4514,98.5102,,385,736,148,253,146,503,86,759,465,,,0.0336,0.3532,0.0126,0.0211,0.0185,0.105,0.0089,0.4211,0.286,,18065.7,28727.2,276, , ,180.00,11.6655,99,13/7/2021 3:10:24 AM,
K8_plag2_rtoc,2 / 38 . ,,0.0186,17.7852,0.0223,0.0016,0.427,1.4129,0.1912,46.02,33.2828,99.1616,87.4312178,,0.0155,12.711,0.0134,0.0012,0.3319,1.0481,0.1153,21.511,17.6147,45.7996,99.1616,,371,704,145,253,143,551,86,740,491,,,0.0326,0.3516,0.0124,0.0211,0.0184,0.109,0.009,0.4238,0.2866,,18068.1,28731.6,275.9, , ,185.00,11.7292,100,13/7/2021 3:16:44 AM,
K8_plag2_rtoc,2 / 39 . ,,0.0112,17.607,0.0183,0.0122,0.4171,1.3924,0.2054,45.7922,32.9371,98.3928,87.48108193,,0.0093,12.5836,0.011,0.0094,0.3242,1.0329,0.1239,21.4045,17.4317,45.4623,98.3928,,382,686,147,240,148,575,85,780,463,,,0.0326,0.3494,0.0126,0.0203,0.0185,0.1091,0.0091,0.4232,0.2846,,18070.6,28735.9,275.9, , ,190.00,11.6358,101,13/7/2021 3:23:00 AM,
K8_plag2_rtoc,2 / 40 . ,,0.0104,17.9024,0.0216,0.015,0.4269,1.2773,0.196,45.3734,33.087,98.3099,88.56542872,,0.0086,12.7947,0.0129,0.0116,0.3319,0.9475,0.1182,21.2087,17.511,45.3647,98.3099,,400,686,145,245,145,554,85,765,488,,,0.034,0.3527,0.0125,0.0208,0.0185,0.1046,0.009,0.421,0.2857,,18073,28740.3,275.9, , ,195.00,11.6459,102,13/7/2021 3:29:16 AM,
K8_plag2_rtoc,2 / 41 . ,,0.0195,17.3163,0.0164,-0.0007,0.4154,1.4696,0.1942,45.3684,33.1573,97.9564,86.68710404,,0.0162,12.3759,0.0098,-0.0005,0.3229,1.0902,0.1171,21.2064,17.5482,45.2702,97.9564,,354,693,145,257,148,511,87,761,465,,,0.0314,0.3462,0.0124,0.0213,0.0185,0.1094,0.0091,0.4212,0.2858,,18075.4,28744.7,275.9, , ,200.00,11.57,103,13/7/2021 3:35:31 AM,
K8_plag2_rtoc,2 / 42 . ,,0.0192,18.0753,0.0204,0.0096,0.4125,1.0677,0.1552,44.9396,33.9755,98.6749,90.34320076,,0.0159,12.9183,0.0122,0.0074,0.3207,0.7921,0.0936,21.006,17.9813,45.5275,98.6749,,351,678,149,247,146,480,86,729,473,,,0.0311,0.3544,0.0127,0.0208,0.0183,0.0945,0.0087,0.4187,0.2897,,18082.6,28757.6,275.8, , ,214.80,11.6936,104,13/7/2021 3:41:49 AM,
K8_plag2_rtoc,2 / 43 . ,,0.0179,18.4638,0.0041,0.0058,0.403,0.9923,0.155,44.5642,33.5251,98.1313,91.13681615,,0.0149,13.196,0.0025,0.0045,0.3133,0.7361,0.0935,20.8305,17.7429,45.1972,98.1313,,336,712,150,254,146,501,86,730,476,,,0.0298,0.3592,0.0126,0.0213,0.0182,0.0926,0.0087,0.4165,0.2876,,18089.8,28770.5,275.7, , ,229.60,11.656,105,13/7/2021 3:48:05 AM,
K8_plag2_rtoc,2 / 44 . ,,0.0149,18.2813,0.0104,0.0009,0.4002,1.0207,0.1494,44.7079,34.0697,98.6554,90.82376473,,0.0124,13.0655,0.0062,0.0007,0.3111,0.7572,0.0901,20.8976,18.0311,45.4834,98.6554,,353,730,149,253,147,490,86,753,477,,,0.0307,0.3574,0.0125,0.0211,0.0182,0.0931,0.0086,0.4178,0.2902,,18097,28783.4,275.6, , ,244.40,11.7004,106,13/7/2021 3:54:21 AM,
K8_plag2_rtoc,2 / 45 . ,,0.004,18.1629,0.0241,0.0062,0.3881,1.1656,0.1497,45.1104,33.5174,98.5284,89.5954285,,0.0033,12.9809,0.0144,0.0048,0.3017,0.8647,0.0903,21.0858,17.7388,45.4436,98.5284,,395,711,143,246,145,442,86,740,474,,,0.0328,0.3559,0.0123,0.0207,0.018,0.0969,0.0087,0.4195,0.2875,,18104.3,28796.4,275.5, , ,259.20,11.6791,107,13/7/2021 4:00:37 AM,
K8_plag2_rtoc,2 / 46 . ,,0.0062,18.157,0.0181,0.0152,0.406,1.1716,0.164,44.8939,33.474,98.306,89.54442714,,0.0051,12.9767,0.0108,0.0118,0.3156,0.8691,0.0989,20.9846,17.7159,45.3174,98.3059,,361,693,147,244,145,542,86,750,462,,,0.0304,0.3556,0.0126,0.0208,0.0182,0.1006,0.0087,0.4185,0.2872,,18111.5,28809.3,275.4, , ,274.00,11.6575,108,13/7/2021 4:06:54 AM,
K8_plag2_rtoc,2 / 47 . ,,0.0157,17.9668,0.0303,0.0214,0.3905,1.0994,0.1599,44.3832,33.6319,97.699,90.03101078,,0.013,12.8407,0.0182,0.0166,0.3035,0.8156,0.0964,20.7459,17.7994,45.0497,97.699,,375,719,143,238,147,474,86,743,445,,,0.0326,0.3538,0.0124,0.0204,0.0181,0.0955,0.0087,0.4161,0.2878,,18118.7,28822.2,275.4, , ,288.80,11.5813,109,13/7/2021 4:13:13 AM,
K8_plag2_rtoc,2 / 48 . ,,-0.0098,18.3109,0.003,0.0206,0.3948,0.9423,0.1529,44.4874,33.7253,98.0275,91.48107561,,-0.0082,13.0867,0.0018,0.0159,0.3069,0.6991,0.0922,20.7946,17.8489,45.1896,98.0275,,418,660,150,244,146,505,84,732,458,,,0.0333,0.3568,0.0125,0.0209,0.0181,0.0907,0.0085,0.4164,0.2883,,18125.9,28835.1,275.3, , ,303.59,11.6347,110,13/7/2021 4:19:29 AM,
K8_plag2_rtoc,2 / 49 . ,,0.01,17.8523,-0.0055,-0.0004,0.4171,1.139,0.3847,44.3341,33.1754,97.3065,89.64971172,,0.0083,12.759,-0.0033,-0.0003,0.3242,0.845,0.232,20.7229,17.5578,44.8611,97.3065,,388,745,152,255,145,524,89,762,472,,,0.033,0.353,0.0125,0.0211,0.0183,0.0987,0.0108,0.4161,0.2861,,18133.1,28848.1,275.2, , ,318.39,11.5302,111,13/7/2021 4:25:45 AM,
K8_plag2_rtoc,2 / 50 . ,,0.0137,18.271,0.006,-0.0038,0.3895,1.1307,0.1553,44.9648,33.9403,98.8676,89.92928687,,0.0114,13.0582,0.0036,-0.0029,0.3028,0.8388,0.0937,21.0177,17.9626,45.5817,98.8676,,360,674,149,264,148,515,86,758,481,,,0.0312,0.3566,0.0125,0.0218,0.0181,0.0981,0.0087,0.4191,0.2897,,18140.3,28861,275.1, , ,333.19,11.7203,112,13/7/2021 4:32:03 AM,
K8_plag2_rtoc,2 / 51 . ,,0.004,18.1889,0.0204,0.0015,0.4005,1.1416,0.1749,45.0537,33.5279,98.5133,89.8008923,,0.0033,12.9995,0.0122,0.0012,0.3113,0.8469,0.1055,21.0593,17.7444,45.4298,98.5133,,419,682,144,257,146,503,85,762,467,,,0.0349,0.3558,0.0123,0.0214,0.0182,0.0981,0.0088,0.4194,0.2875,,18147.5,28873.9,275, , ,347.99,11.6797,113,13/7/2021 4:38:18 AM,
